id,tip
21,1.6368
132,2.421072777777778
170,3.7120000000000006
131,2.463834920634923
99,3.4714395238095217
174,2.9612636363636358
6,1.3078999999999994
149,2.4454515873015867
227,1.5182999999999998
228,3.4006822222222235
194,1.3607999999999998
90,1.5129027777777773
42,2.554578214285714
128,2.2666500000000003
84,4.676250000000001
144,5.247760000000007
173,1.6925999999999994
87,1.9886999999999997
240,2.2805399999999993
60,1.6687833333333328
114,1.7113999999999998
102,3.6119433333333344
68,2.065579999999999
197,2.029924999999997
148,2.1360999999999994
22,3.0192977056277055
206,4.417350000000003
54,3.8179000000000034
1,3.5391908333333326
162,3.2311583333333322
198,2.065052777777778
107,3.050885205627705
225,1.7759999999999994
154,2.382665714285714
72,1.7759999999999994
136,2.463834920634923
145,3.0076852056277055
232,1.2509999999999994
26,1.554799999999999
69,2.6238761363636365
203,2.518702023809524
92,3.307007499999999
113,1.2509999999999994
19,3.2611315476190477
35,2.849483333333333
234,1.2303999999999993
34,2.5146
46,2.1825949999999983
126,3.952866666666667
