id,tip
21,2.901450170878957
132,1.5004749999999996
170,6.590500000000002
131,3.212339200460487
99,1.5590916666666659
174,2.3718138111946527
6,3.104199999999999
149,2.0798
227,2.183783305799593
228,1.5225184798534792
194,2.23744226984127
90,3.921766190476193
42,2.010825714285714
128,1.6326350000000003
84,2.014914531746033
144,2.0253889285714295
173,2.6736666666666666
87,2.1010292767232777
240,3.442706666666665
60,2.7864276668470414
114,3.7210193476209055
102,4.135216666666666
68,2.629157393101179
197,4.558141666666667
148,2.22
22,1.9592048809523803
206,2.2731233333333334
54,3.678572630449186
1,2.4124249999999985
162,2.4948571428571458
198,1.8372326190476198
107,2.528854035087719
225,2.9828517857142858
154,2.618705827444615
72,2.984473333333333
136,1.5340749999999996
145,2.0263000000000004
232,1.4360166666666672
26,1.541708479853479
69,1.5646425274725275
203,2.262608095238096
92,2.0361000000000007
113,3.545822327418882
19,3.4459035724079836
35,3.801269681108366
234,1.5292670175438585
34,2.2712771842105246
46,3.405991501276499
126,2.22
