id,tip
21,3.0634011215392776
132,1.7608034523809521
170,6.590500000000002
131,3.0900970707070714
99,2.1039551190476193
174,2.702127190656565
6,2.1347749999999976
149,1.6080999999999992
227,3.4503772831554427
228,2.1075249223057644
194,2.975680593253967
90,3.27284
42,2.444991430242272
128,1.8367701190476184
84,2.274562758866135
144,2.848679066558442
173,2.8766533333333353
87,2.8479131281300396
240,4.7181999999999995
60,3.809396176900586
114,3.9661078571428554
102,4.164716666666666
68,3.2751509628091227
197,4.603141666666667
148,1.6404333333333332
22,2.780166577380952
206,3.6583333333333354
54,4.218216190476189
1,1.8369323809523805
162,3.082201923701299
198,2.0149289285714285
107,4.348883333333337
225,3.55177391774892
154,3.6129248346098337
72,4.698800000000002
136,1.6890142857142865
145,1.4704749999999995
232,1.7340066941391938
26,2.0893790889724313
69,2.292201469924809
203,3.1452754951298703
92,2.2221000000000006
113,3.245661577817607
19,3.3780939498221083
35,2.9309057109557113
234,2.345941469924811
34,2.412051916910705
46,3.667292327418882
126,1.507349999999999
