id,tip
21,5.421181332709675
132,3.358677233417889
170,11.50207610203364
131,5.251867040517802
99,3.6541104522557704
174,4.150431723983618
6,2.754335092581578
149,2.6073160680957748
227,5.464543800697634
228,3.9728766669716578
194,4.215616392161761
90,6.810249475752894
42,3.829916554417464
128,3.4023662289663488
84,4.36943888855031
144,4.452982550488828
173,7.277315548237652
87,4.847937411223914
240,6.575948274415461
60,5.15260874899085
114,6.268505119253898
102,10.137641625794641
68,5.418774376789724
197,9.724917215547066
148,3.0795733056910284
22,4.480827714238068
206,6.463278615444637
54,6.247374308098892
1,3.0809623450153
162,4.292098177775965
198,3.4607474252417454
107,6.176179501840474
225,4.115831902844139
154,5.042806287977078
72,6.5093745669130465
136,3.1839212512240507
145,2.7719964360528606
232,3.6254451309434317
26,3.991600522206712
69,4.05414257520101
203,4.1680930674549
92,1.9694192108721849
113,5.912425342227369
19,5.506152367886643
35,6.215578438459248
234,4.162324849892434
34,4.909069428724363
46,5.554591664401891
126,2.8174393324002707
